Temp?ature1	Temp?ature2	Temp?ature3	Temp?ature4	Temp?ature5	Temp?ature6	Temp?ature7
79.07791	18.90156	79.77835	237.39762	79.54299	9.84277	9.85066
79.08297	18.91688	79.84172	237.52134	79.41173	9.8431	9.85066
79.09308	18.89646	79.89604	237.56093	79.38457	9.84343	9.85132
79.10319	18.92198	79.89151	237.49165	79.29857	9.84277	9.85066
79.07286	18.91177	79.90056	237.39268	79.44794	9.84343	9.85132
79.07286	18.90156	79.82362	237.42732	79.42984	9.84277	9.85132
79.08297	18.91177	79.79646	237.44711	79.41626	9.84376	9.85165
79.08297	18.92198	79.90509	237.40752	79.47057	9.84277	9.85165
79.09814	18.91177	79.84625	237.40752	79.32121	9.84343	9.85165
79.08803	18.94241	79.88246	237.36298	79.4072	9.84277	9.85165
79.08803	18.9373	79.92772	237.48175	79.50225	9.84343	9.85132
79.10825	18.94241	79.89151	237.43227	79.48868	9.84212	9.85165
79.08803	18.9373	79.84172	237.53124	79.46152	9.84343	9.85132
79.1133	18.90156	79.86435	237.43227	79.42078	9.84212	9.85132
79.06275	18.92198	79.83267	237.35803	79.44341	9.84343	9.85132
79.09814	18.90667	79.85077	237.41247	79.41626	9.84212	9.85165
79.0678	18.91688	79.8734	237.38773	79.38005	9.84343	9.85132
79.09308	18.9373	79.92772	237.42732	79.33931	9.84244	9.85231
79.08297	18.94241	79.91867	237.42732	79.45247	9.84409	9.85165
79.10319	18.94241	79.84172	237.46691	79.34836	9.84179	9.85066
79.07286	18.92198	79.87793	237.38773	79.38457	9.84343	9.85066
79.07791	18.90667	79.92772	237.41247	79.46604	9.84244	9.85066
79.07286	18.9373	79.84172	237.39268	79.43436	9.84376	9.85033
79.0678	18.89135	79.8553	237.34319	79.41173	9.84179	9.85099
79.0678	18.89646	79.92319	237.35803	79.37552	9.84409	9.85066
79.08297	18.94751	79.76025	237.36298	79.42531	9.84146	9.85198
79.08297	18.96794	79.83719	237.31844	79.39363	9.84343	9.85132
79.08297	18.92198	79.92772	237.28875	79.41173	9.84212	9.85165
79.10319	18.92709	79.8553	237.17988	79.41626	9.84376	9.85066
79.04758	18.9373	79.92319	237.11554	79.47962	9.84277	9.85132
79.09814	18.92198	79.8553	237.14524	79.41173	9.84409	9.85066
79.08297	18.91177	79.87793	237.12049	79.45699	9.84179	9.85132
79.10319	18.92198	79.92772	237.18978	79.44794	9.8431	9.85066
79.10825	18.89135	79.86888	236.96213	79.4932	9.84277	9.85132
79.08297	18.9373	79.84172	237.04626	79.41626	9.8431	9.85066
79.08803	18.92198	79.85983	236.94729	79.37099	9.8431	9.85099
79.06275	18.9322	79.74667	236.98193	79.34384	9.84277	9.85165
79.08297	18.95262	79.91414	236.90275	79.38005	9.84409	9.85231
79.05264	18.89646	79.82362	236.93244	79.38005	9.84277	9.85132
79.11836	18.89135	79.86435	236.82357	79.41173	9.84376	9.85132
79.08297	18.90667	79.85077	236.91264	79.42531	9.84277	9.85132
79.12341	18.89135	79.87793	236.87305	79.36194	9.8431	9.85165
79.08297	18.92709	79.88246	237.04131	79.34836	9.8431	9.85099
79.12341	18.9322	79.90056	237.00667	79.47057	9.84343	9.85165
79.10319	18.94241	79.81456	237.15513	79.33478	9.84179	9.85198
79.07286	18.92709	79.82814	237.11554	79.46604	9.8431	9.85132
79.07286	18.94751	79.88698	237.21947	79.38005	9.84212	9.85198
79.0678	18.94751	79.82814	237.23926	79.42078	9.84343	9.85132
79.1133	18.91177	79.86888	237.16503	79.47057	9.84113	9.85198
79.04758	18.94751	79.80098	237.18978	79.40268	9.84376	9.85132
79.07791	18.92198	79.77835	237.25906	79.42078	9.84146	9.85165
79.08297	18.92709	79.92772	237.35803	79.4072	9.84244	9.85066
79.07791	18.89646	79.88246	237.34814	79.42531	9.84179	9.85132
79.08803	18.9373	79.86435	237.38278	79.41173	9.8431	9.85132
79.08297	18.95262	79.85077	237.26401	79.46604	9.84212	9.85198
79.07286	18.9322	79.80098	237.20462	79.39815	9.84343	9.85099
79.10319	18.89646	79.88698	237.22442	79.45247	9.84212	9.85231
79.07286	18.9373	79.86888	237.31844	79.3891	9.84376	9.85099
79.08803	18.89646	79.8553	237.31844	79.41626	9.84244	9.85198
79.10319	18.9373	79.97298	237.40257	79.43889	9.84343	9.85132
79.09814	18.92709	79.85983	237.45701	79.38457	9.84244	9.85132
79.08297	18.9322	79.85077	237.41742	79.39815	9.84277	9.85066
79.07286	18.90667	79.93225	237.38278	79.43436	9.84343	9.85165
79.08297	18.9322	79.84172	237.37288	79.33026	9.8431	9.85132
79.07791	18.91177	79.85983	237.44216	79.39815	9.84343	9.85198
79.04758	18.90156	80.01372	237.44216	79.4932	9.8431	9.85198
79.08297	18.90156	79.81456	237.34319	79.44794	9.84343	9.85231
79.10319	18.87603	79.8553	237.38278	79.38005	9.84212	9.85198
79.08803	18.89646	79.91414	237.41247	79.42984	9.84343	9.85198
79.08297	18.90667	79.89151	237.43722	79.46604	9.84277	9.85198
79.03747	18.9322	79.86435	237.43722	79.42531	9.84409	9.85165
79.08297	18.89646	79.8734	237.37783	79.46604	9.84277	9.85198
79.07286	18.92709	79.85983	237.32339	79.39363	9.84343	9.85132
79.06275	18.90156	79.87793	237.33824	79.32121	9.84179	9.85231
79.07791	18.90667	79.89604	237.19472	79.41626	9.84277	9.85099
79.04253	18.90156	79.83719	237.21452	79.50225	9.84212	9.85165
79.05769	18.90667	79.8734	237.19472	79.45699	9.84376	9.85165
79.0678	18.92198	79.83267	237.1106	79.32573	9.84179	9.85165
79.06275	18.92198	79.73309	237.06606	79.39815	9.84409	9.85132
79.07791	18.91688	79.81004	237.12049	79.4751	9.84277	9.85198
79.08297	18.92198	79.78288	237.1007	79.42078	9.84343	9.85099
79.10825	18.89135	79.73762	237.06111	79.47962	9.84277	9.85165
79.04758	18.90667	79.89151	237.15513	79.42078	9.84376	9.85099
79.07791	18.92198	79.89151	237.15019	79.48868	9.8431	9.85132
79.04253	18.88114	79.83267	237.25906	79.42078	9.8431	9.85099
79.07791	18.90667	79.88698	237.15019	79.42984	9.84343	9.85132
79.06275	18.88114	79.89604	237.23432	79.44794	9.84277	9.85165
79.08803	18.89646	79.85077	237.1106	79.54752	9.84343	9.85165
79.0678	18.91177	79.92772	237.25411	79.28952	9.84376	9.85165
79.07791	18.91688	79.87793	237.22442	79.41626	9.84277	9.85165
79.08297	18.94241	79.83267	237.32339	79.5792	9.84343	9.85099
79.0678	18.89646	79.86435	237.37783	79.40268	9.84343	9.85099
79.07286	18.89135	79.91867	237.36793	79.44341	9.84212	9.85132
79.05769	18.92198	79.94582	237.45701	79.39363	9.84343	9.85099
79.07791	18.9322	79.82362	237.52629	79.38457	9.8431	9.85132
79.08297	18.86582	79.81456	237.43722	79.39363	9.8431	9.85165
79.07791	18.90156	79.80551	237.5164	79.4072	9.84343	9.85165
79.10319	18.90667	79.85983	237.55599	79.47057	9.84376	9.85198
79.09308	18.92709	79.81456	237.62032	79.41626	9.84277	9.85132
79.13352	18.91177	79.87793	237.6896	79.4072	9.84343	9.85165
79.08297	18.9322	79.80098	237.66486	79.43889	9.84277	9.85099
79.08297	18.9322	79.87793	237.63517	79.45247	9.8431	9.85099
79.10825	18.92709	79.84172	237.76878	79.48415	9.8431	9.85066
79.10319	18.91177	79.81909	237.79848	79.42078	9.84376	9.85165
79.07286	18.92709	79.77835	237.73909	79.41173	9.84343	9.85132
79.07791	18.91177	79.98656	237.7193	79.39363	9.84343	9.85165
79.08803	18.9322	79.90961	237.6896	79.43889	9.84277	9.85099
79.06275	18.9322	79.86435	237.72424	79.44794	9.84376	9.85198
79.06275	18.94751	79.90961	237.85786	79.42078	9.84277	9.85132
79.04758	18.9322	79.79193	237.84796	79.42984	9.8431	9.85132
79.0678	18.9322	79.79646	237.87766	79.45247	9.8431	9.85132
79.08803	18.86071	79.77383	237.79848	79.39815	9.84277	9.85165
79.05769	18.9373	79.84625	237.78858	79.43889	9.84343	9.85099
79.0678	18.91688	79.87793	237.76878	79.46604	9.84277	9.85198
79.05769	18.91177	79.8734	237.80343	79.3891	9.84212	9.85165
79.07286	18.91177	79.94582	237.82322	79.53846	9.84343	9.85264
79.0678	18.92709	79.85077	237.74899	79.47962	9.8431	9.85198
79.07791	18.92709	79.78741	237.77868	79.41626	9.84376	9.85198
79.0678	18.91688	79.88246	237.73909	79.48868	9.84244	9.85198
79.09308	18.91688	79.83267	237.46196	79.47057	9.84442	9.85132
79.05264	18.90667	79.88698	237.49165	79.34836	9.84277	9.85099
79.07791	18.97304	79.96845	237.34319	79.43436	9.84343	9.85033
79.0678	18.89135	79.83267	237.43227	79.42531	9.84244	9.85099
79.04253	18.92198	79.84172	237.20957	79.46152	9.8431	9.85132
79.0678	18.9322	79.95035	237.20462	79.33931	9.84179	9.85231
79.07791	18.90667	79.86888	237.14029	79.38457	9.84376	9.85132
